cluster,cluster_name,method_a,method_b,fraction,mean_iou,median_iou,mean_overlap_fraction,mean_score_drop_a,mean_score_drop_b,n_samples,n_datasets
0,High-frequency / high-curvature,hydra,shapley_sampling,0.2,0.20583176965381772,0.0,0.24906482507386518,0.13950772400276418,0.2589284714618828,160,8
0,High-frequency / high-curvature,hydra,tshap_centroid,0.05,0.22016242724122903,0.0,0.25739828474417514,0.1292563885360873,0.1999309501806022,160,8
0,High-frequency / high-curvature,hydra,tshap_centroid,0.1,0.20461810474505335,0.0,0.24906470756110663,0.06673893222066438,0.1995890329661426,160,8
0,High-frequency / high-curvature,hydra,tshap_centroid,0.2,0.3429115372268221,0.11979275477374335,0.3963912181596383,0.13950772400276418,0.20382415915892144,160,8
0,High-frequency / high-curvature,hydra,tshap_train,0.05,0.1673562594160009,0.0,0.18747850807867933,0.1292563885360873,0.19051980770981525,160,8
0,High-frequency / high-curvature,hydra,tshap_train,0.1,0.13455058456371302,0.0,0.16178102616617424,0.06673893222066438,0.28968756978096166,160,8
0,High-frequency / high-curvature,hydra,tshap_train,0.2,0.21175354654692713,0.0,0.2625881471595487,0.13950772400276418,0.36455251607604156,160,8
0,High-frequency / high-curvature,hydra,tshap_zero,0.05,0.08672727253584606,0.0,0.09455698249619482,0.1292563885360873,0.14217335884247753,160,8
0,High-frequency / high-curvature,hydra,tshap_zero,0.1,0.04216321405743366,0.0,0.05108285768645358,0.06673893222066438,0.22691469417881333,160,8
0,High-frequency / high-curvature,hydra,tshap_zero,0.2,0.10347353799028243,0.0,0.1369031708859343,0.13950772400276418,0.22950339895226274,160,8
0,High-frequency / high-curvature,shapley_sampling,feature_ablation,0.05,0.3375,0.0,0.3375,0.10101565745059422,0.17843565301541991,160,8
0,High-frequency / high-curvature,shapley_sampling,feature_ablation,0.1,0.2857292598620764,0.0,0.30686274509803924,0.19266201489072882,0.21420493475789662,160,8
