true_label,pred_label,fraction,method_a,method_b,iou,overlap_fraction,normalised_centre_distance,score_drop_a,score_drop_b,flipped_a,flipped_b,explain_time_a_s,explain_time_b_s,dataset,sample_idx
2,2,0.05,hydra,shapley_sampling,0.0,0.0,0.5208333333333334,0.144228718607313,0.30568505664119394,0,0,0.09162494900010643,0.7423320630005037,Plane,67
2,2,0.1,hydra,shapley_sampling,0.0,0.0,0.8055555555555556,0.2617310388551721,0.3046870682489087,0,0,0.09162494900010643,0.7423320630005037,Plane,67
2,2,0.2,hydra,shapley_sampling,0.6111111111111112,0.7586206896551724,0.04861111111111111,0.4160041700542245,0.2992403027765178,0,0,0.09162494900010643,0.7423320630005037,Plane,67
2,2,0.05,hydra,feature_ablation,0.0,0.0,0.4722222222222222,0.144228718607313,0.33930901223662424,0,0,0.09162494900010643,0.03164774399920134,Plane,67
2,2,0.1,hydra,feature_ablation,0.0,0.0,0.7013888888888888,0.2617310388551721,0.3447596198415257,0,0,0.09162494900010643,0.03164774399920134,Plane,67
2,2,0.2,hydra,feature_ablation,1.0,1.0,0.0,0.4160041700542245,0.4160041710357938,0,0,0.09162494900010643,0.03164774399920134,Plane,67
2,2,0.05,hydra,tshap_centroid,0.5555555555555556,0.7142857142857143,0.013888888888888888,0.144228718607313,0.12137679548762859,0,0,0.09162494900010643,0.015462334999028826,Plane,67
2,2,0.1,hydra,tshap_centroid,0.0,0.0,0.6041666666666666,0.2617310388551721,0.2549732662367552,0,0,0.09162494900010643,0.015462334999028826,Plane,67
2,2,0.2,hydra,tshap_centroid,0.0,0.0,0.5486111111111112,0.4160041700542245,0.3447579670713543,0,0,0.09162494900010643,0.015462334999028826,Plane,67
2,2,0.05,hydra,tshap_zero,0.0,0.0,0.2222222222222222,0.144228718607313,0.08772050000855014,0,0,0.09162494900010643,0.005672158000379568,Plane,67
2,2,0.1,hydra,tshap_zero,0.0,0.0,0.8125,0.2617310388551721,0.2706297420287216,0,0,0.09162494900010643,0.005672158000379568,Plane,67
2,2,0.2,hydra,tshap_zero,0.0,0.0,0.6944444444444444,0.4160041700542245,0.3129416120765778,0,0,0.09162494900010643,0.005672158000379568,Plane,67
2,2,0.05,hydra,mrsqm,0.0,0.0,0.2847222222222222,0.144228718607313,0.2230923113441876,0,0,0.09162494900010643,1.689200144028291e-05,Plane,67
2,2,0.1,hydra,mrsqm,0.0,0.0,0.875,0.2617310388551721,0.1583066234477739,0,0,0.09162494900010643,1.689200144028291e-05,Plane,67
2,2,0.2,hydra,mrsqm,0.0,0.0,0.7569444444444444,0.4160041700542245,0.3060583519890172,0,0,0.09162494900010643,1.689200144028291e-05,Plane,67
2,2,0.05,shapley_sampling,feature_ablation,0.0,0.0,0.04861111111111111,0.30568505664119394,0.33930901223662424,0,0,0.7423320630005037,0.03164774399920134,Plane,67
2,2,0.1,shapley_sampling,feature_ablation,0.0,0.0,0.10416666666666667,0.3046870682489087,0.3447596198415257,0,0,0.7423320630005037,0.03164774399920134,Plane,67
2,2,0.2,shapley_sampling,feature_ablation,0.6111111111111112,0.7586206896551724,0.04861111111111111,0.2992403027765178,0.4160041710357938,0,0,0.7423320630005037,0.03164774399920134,Plane,67
2,2,0.05,shapley_sampling,tshap_centroid,0.0,0.0,0.5069444444444444,0.30568505664119394,0.12137679548762859,0,0,0.7423320630005037,0.015462334999028826,Plane,67
2,2,0.1,shapley_sampling,tshap_centroid,0.0,0.0,0.2013888888888889,0.3046870682489087,0.2549732662367552,0,0,0.7423320630005037,0.015462334999028826,Plane,67
2,2,0.2,shapley_sampling,tshap_centroid,0.0,0.0,0.5,0.2992403027765178,0.3447579670713543,0,0,0.7423320630005037,0.015462334999028826,Plane,67
2,2,0.05,shapley_sampling,tshap_zero,0.0,0.0,0.7430555555555556,0.30568505664119394,0.08772050000855014,0,0,0.7423320630005037,0.005672158000379568,Plane,67
2,2,0.1,shapley_sampling,tshap_zero,0.8666666666666667,0.9285714285714286,0.006944444444444444,0.3046870682489087,0.2706297420287216,0,0,0.7423320630005037,0.005672158000379568,Plane,67
2,2,0.2,shapley_sampling,tshap_zero,0.0,0.0,0.6458333333333334,0.2992403027765178,0.3129416120765778,0,0,0.7423320630005037,0.005672158000379568,Plane,67
2,2,0.05,shapley_sampling,mrsqm,0.0,0.0,0.8055555555555556,0.30568505664119394,0.2230923113441876,0,0,0.7423320630005037,1.689200144028291e-05,Plane,67
2,2,0.1,shapley_sampling,mrsqm,0.16666666666666666,0.2857142857142857,0.06944444444444445,0.3046870682489087,0.1583066234477739,0,0,0.7423320630005037,1.689200144028291e-05,Plane,67
2,2,0.2,shapley_sampling,mrsqm,0.0,0.0,0.7083333333333334,0.2992403027765178,0.3060583519890172,0,0,0.7423320630005037,1.689200144028291e-05,Plane,67
2,2,0.05,feature_ablation,tshap_centroid,0.0,0.0,0.4583333333333333,0.33930901223662424,0.12137679548762859,0,0,0.03164774399920134,0.015462334999028826,Plane,67
2,2,0.1,feature_ablation,tshap_centroid,0.0,0.0,0.09722222222222222,0.3447596198415257,0.2549732662367552,0,0,0.03164774399920134,0.015462334999028826,Plane,67
2,2,0.2,feature_ablation,tshap_centroid,0.0,0.0,0.5486111111111112,0.4160041710357938,0.3447579670713543,0,0,0.03164774399920134,0.015462334999028826,Plane,67
2,2,0.05,feature_ablation,tshap_zero,0.0,0.0,0.6944444444444444,0.33930901223662424,0.08772050000855014,0,0,0.03164774399920134,0.005672158000379568,Plane,67
2,2,0.1,feature_ablation,tshap_zero,0.0,0.0,0.1111111111111111,0.3447596198415257,0.2706297420287216,0,0,0.03164774399920134,0.005672158000379568,Plane,67
2,2,0.2,feature_ablation,tshap_zero,0.0,0.0,0.6944444444444444,0.4160041710357938,0.3129416120765778,0,0,0.03164774399920134,0.005672158000379568,Plane,67
2,2,0.05,feature_ablation,mrsqm,0.0,0.0,0.7569444444444444,0.33930901223662424,0.2230923113441876,0,0,0.03164774399920134,1.689200144028291e-05,Plane,67
2,2,0.1,feature_ablation,mrsqm,0.0,0.0,0.1736111111111111,0.3447596198415257,0.1583066234477739,0,0,0.03164774399920134,1.689200144028291e-05,Plane,67
2,2,0.2,feature_ablation,mrsqm,0.0,0.0,0.7569444444444444,0.4160041710357938,0.3060583519890172,0,0,0.03164774399920134,1.689200144028291e-05,Plane,67
2,2,0.05,tshap_centroid,tshap_zero,0.0,0.0,0.2361111111111111,0.12137679548762859,0.08772050000855014,0,0,0.015462334999028826,0.005672158000379568,Plane,67
2,2,0.1,tshap_centroid,tshap_zero,0.0,0.0,0.20833333333333334,0.2549732662367552,0.2706297420287216,0,0,0.015462334999028826,0.005672158000379568,Plane,67
2,2,0.2,tshap_centroid,tshap_zero,0.16,0.27586206896551724,0.14583333333333334,0.3447579670713543,0.3129416120765778,0,0,0.015462334999028826,0.005672158000379568,Plane,67
2,2,0.05,tshap_centroid,mrsqm,0.0,0.0,0.2986111111111111,0.12137679548762859,0.2230923113441876,0,0,0.015462334999028826,1.689200144028291e-05,Plane,67
2,2,0.1,tshap_centroid,mrsqm,0.0,0.0,0.2708333333333333,0.2549732662367552,0.1583066234477739,0,0,0.015462334999028826,1.689200144028291e-05,Plane,67
2,2,0.2,tshap_centroid,mrsqm,0.0,0.0,0.20833333333333334,0.3447579670713543,0.3060583519890172,0,0,0.015462334999028826,1.689200144028291e-05,Plane,67
2,2,0.05,tshap_zero,mrsqm,0.0,0.0,0.0625,0.08772050000855014,0.2230923113441876,0,0,0.005672158000379568,1.689200144028291e-05,Plane,67
2,2,0.1,tshap_zero,mrsqm,0.21739130434782608,0.35714285714285715,0.0625,0.2706297420287216,0.1583066234477739,0,0,0.005672158000379568,1.689200144028291e-05,Plane,67
2,2,0.2,tshap_zero,mrsqm,0.5263157894736842,0.6896551724137931,0.0625,0.3129416120765778,0.3060583519890172,0,0,0.005672158000379568,1.689200144028291e-05,Plane,67
0,0,0.05,hydra,shapley_sampling,0.0,0.0,0.5625,0.7908320682296586,0.8342144630820291,0,0,0.07671712800220121,0.7301356209973164,Plane,71
0,0,0.1,hydra,shapley_sampling,0.0,0.0,0.5902777777777778,0.717514358693494,1.005319311856472,0,0,0.07671712800220121,0.7301356209973164,Plane,71
0,0,0.2,hydra,shapley_sampling,0.7575757575757576,0.8620689655172413,0.027777777777777776,0.7678820800552403,0.5353154384899741,0,0,0.07671712800220121,0.7301356209973164,Plane,71
0,0,0.05,hydra,feature_ablation,0.0,0.0,0.5625,0.7908320682296586,0.834214459010362,0,0,0.07671712800220121,0.03120757400029106,Plane,71
