dataset,sample_idx,reference_seed,compared_seed,pearson,spearman,top_window_iou
ProximalPhalanxTW,0,42,43,0.9561999049334051,0.7897796530707925,0.0
ProximalPhalanxTW,0,42,44,0.9828095023952392,0.94957805907173,1.0
ProximalPhalanxTW,0,42,45,0.9498542822142793,0.8752930145335209,0.45454545454545453
ProximalPhalanxTW,0,42,46,0.9352968695504584,0.7412330051570558,0.23076923076923078
ProximalPhalanxTW,1,42,43,0.9393476616718033,0.7264650726676044,0.0
ProximalPhalanxTW,1,42,44,0.9781428715975984,0.9285044538209095,0.0
ProximalPhalanxTW,1,42,45,0.9439398889415115,0.8635724331926864,0.0
ProximalPhalanxTW,1,42,46,0.9314381933445061,0.6978199718706047,0.0
ProximalPhalanxTW,3,42,43,0.9531308498288598,0.7818799812470699,0.0
ProximalPhalanxTW,3,42,44,0.9835627095486701,0.9470698546647914,0.0
ProximalPhalanxTW,3,42,45,0.9534985262535254,0.8810126582278481,0.0
ProximalPhalanxTW,3,42,46,0.9332243229591602,0.7135021097046413,0.0
ProximalPhalanxTW,4,42,43,0.9597415444114851,0.8183778715424286,0.0
ProximalPhalanxTW,4,42,44,0.987421157176112,0.9580168776371308,0.7777777777777778
ProximalPhalanxTW,4,42,45,0.9557542285860289,0.9063525550867324,0.7777777777777778
ProximalPhalanxTW,4,42,46,0.9541389040792077,0.8036099390529771,0.45454545454545453
ProximalPhalanxTW,5,42,43,0.9278259744437953,0.7112283169245195,0.0
ProximalPhalanxTW,5,42,44,0.9759986600391957,0.928973277074543,0.0
ProximalPhalanxTW,5,42,45,0.9357923816552804,0.8452648851383029,0.0
ProximalPhalanxTW,5,42,46,0.9291418440539273,0.6823253633380215,0.0
ProximalPhalanxTW,6,42,43,0.9494854640003773,0.7632911392405064,0.0
ProximalPhalanxTW,6,42,44,0.9852011882189063,0.9532817627754336,0.7777777777777778
ProximalPhalanxTW,6,42,45,0.9524720004744089,0.8842006563525551,0.6
ProximalPhalanxTW,6,42,46,0.9404166497269721,0.7525316455696204,0.3333333333333333
ProximalPhalanxTW,8,42,43,0.9443909091259469,0.7813877168307548,0.06666666666666667
ProximalPhalanxTW,8,42,44,0.9794254271384598,0.9419362400375059,1.0
ProximalPhalanxTW,8,42,45,0.9406912589904162,0.8746601031411159,0.6
ProximalPhalanxTW,8,42,46,0.9285639076631322,0.7468120018752931,0.23076923076923078
ProximalPhalanxTW,10,42,43,0.9336536684866013,0.7240740740740741,0.0
ProximalPhalanxTW,10,42,44,0.979048848701894,0.940295358649789,0.7777777777777778
ProximalPhalanxTW,10,42,45,0.9374111065510412,0.870112517580872,0.6
ProximalPhalanxTW,10,42,46,0.921879053743484,0.7374589779653071,0.45454545454545453
ProximalPhalanxTW,12,42,43,0.7705329985603635,0.7454055321143929,0.45454545454545453
ProximalPhalanxTW,12,42,44,0.7248780578610847,0.732372245663385,1.0
ProximalPhalanxTW,12,42,45,0.6674670250418964,0.5853258321612752,0.45454545454545453
ProximalPhalanxTW,12,42,46,0.7224493126047089,0.6937177684013126,0.3333333333333333
ProximalPhalanxTW,13,42,43,-0.4323649300783262,-0.4180262541022035,0.45454545454545453
ProximalPhalanxTW,13,42,44,-0.471902758682551,-0.47252695733708394,0.0
ProximalPhalanxTW,13,42,45,-0.3919820757443074,-0.4031645569620253,0.23076923076923078
ProximalPhalanxTW,13,42,46,0.025985181677963317,0.05614158462259728,1.0
ProximalPhalanxTW,14,42,43,0.7767665879131154,0.7476793248945148,0.7777777777777778
ProximalPhalanxTW,14,42,44,0.7506637807671204,0.7597280825128927,0.6
ProximalPhalanxTW,14,42,45,0.6621114196897065,0.563455227379278,0.6
ProximalPhalanxTW,14,42,46,0.7271660603070217,0.6992498827941867,0.6
ProximalPhalanxTW,15,42,43,-0.3031737400950642,-0.3360993905297703,0.0
ProximalPhalanxTW,15,42,44,0.4372255430593698,0.3938115330520394,0.0
ProximalPhalanxTW,15,42,45,0.9066944064105407,0.9101031411157994,0.6
ProximalPhalanxTW,15,42,46,0.7268755529878639,0.7338724800750117,0.06666666666666667
ProximalPhalanxTW,19,42,43,0.7939136090205365,0.7372480075011721,0.45454545454545453
ProximalPhalanxTW,19,42,44,0.6864835276652723,0.6552977027660573,0.6
ProximalPhalanxTW,19,42,45,0.6238284236826759,0.4805203938115331,0.3333333333333333
ProximalPhalanxTW,19,42,46,0.7112712087546812,0.6483122362869199,0.3333333333333333
ProximalPhalanxTW,20,42,43,0.9590771020754203,0.7111814345991562,0.0
ProximalPhalanxTW,20,42,44,0.9752550279964702,0.9118612283169246,0.0
ProximalPhalanxTW,20,42,45,0.9588516912774032,0.8686826066572904,0.0
ProximalPhalanxTW,20,42,46,0.9501383841030824,0.7321847163619316,0.0
ProximalPhalanxTW,22,42,43,0.9373912585511757,0.7550164088138773,0.0
ProximalPhalanxTW,22,42,44,0.9808139080537548,0.9517112048757619,0.6
ProximalPhalanxTW,22,42,45,0.9406976878133402,0.8854195968120019,0.7777777777777778
ProximalPhalanxTW,22,42,46,0.9361698748707352,0.7910454758556026,0.45454545454545453
ProximalPhalanxTW,24,42,43,0.9534950249584707,0.7945616502578529,0.0
ProximalPhalanxTW,24,42,44,0.9805038435035736,0.9443037974683545,0.0
