true_label,pred_label,fraction,method_a,method_b,iou,overlap_fraction,normalised_centre_distance,score_drop_a,score_drop_b,flipped_a,flipped_b,explain_time_a_s,explain_time_b_s,dataset,sample_idx
1,1,0.05,hydra,shapley_sampling,0.7647058823529411,0.8666666666666667,0.006644518272425249,-0.8231934785883968,-0.8422764694371199,0,0,0.17670721100148512,0.9968023179972079,FreezerRegularTrain,2192
1,1,0.1,hydra,shapley_sampling,0.6216216216216216,0.7666666666666667,0.023255813953488372,-1.1731426464269497,-1.0059427170946966,0,0,0.17670721100148512,0.9968023179972079,FreezerRegularTrain,2192
1,1,0.2,hydra,shapley_sampling,0.3953488372093023,0.5666666666666667,0.08637873754152824,-1.0834009749704299,-1.0721320144046587,0,0,0.17670721100148512,0.9968023179972079,FreezerRegularTrain,2192
1,1,0.05,hydra,feature_ablation,0.0,0.0,0.30564784053156147,-0.8231934785883968,1.107642268949394,0,1,0.17670721100148512,0.04219172700686613,FreezerRegularTrain,2192
1,1,0.1,hydra,feature_ablation,0.0,0.0,0.1760797342192691,-1.1731426464269497,1.22283164586148,0,1,0.17670721100148512,0.04219172700686613,FreezerRegularTrain,2192
1,1,0.2,hydra,feature_ablation,0.10091743119266056,0.18333333333333332,0.16279069767441862,-1.0834009749704299,1.2568642016945963,0,1,0.17670721100148512,0.04219172700686613,FreezerRegularTrain,2192
1,1,0.05,hydra,mrsqm,0.0,0.0,0.1461794019933555,-0.8231934785883968,0.27866787153405337,0,0,0.17670721100148512,2.2562002413906157e-05,FreezerRegularTrain,2192
1,1,0.1,hydra,mrsqm,0.0,0.0,0.12624584717607973,-1.1731426464269497,0.17897781458069573,0,0,0.17670721100148512,2.2562002413906157e-05,FreezerRegularTrain,2192
1,1,0.2,hydra,mrsqm,0.17647058823529413,0.3,0.13953488372093023,-1.0834009749704299,-1.8389131137939732,0,0,0.17670721100148512,2.2562002413906157e-05,FreezerRegularTrain,2192
1,1,0.05,shapley_sampling,feature_ablation,0.0,0.0,0.29900332225913623,-0.8422764694371199,1.107642268949394,0,1,0.9968023179972079,0.04219172700686613,FreezerRegularTrain,2192
1,1,0.1,shapley_sampling,feature_ablation,0.0,0.0,0.19933554817275748,-1.0059427170946966,1.22283164586148,0,1,0.9968023179972079,0.04219172700686613,FreezerRegularTrain,2192
1,1,0.2,shapley_sampling,feature_ablation,0.0,0.0,0.24916943521594684,-1.0721320144046587,1.2568642016945963,0,1,0.9968023179972079,0.04219172700686613,FreezerRegularTrain,2192
1,1,0.05,shapley_sampling,mrsqm,0.0,0.0,0.15282392026578073,-0.8422764694371199,0.27866787153405337,0,0,0.9968023179972079,2.2562002413906157e-05,FreezerRegularTrain,2192
1,1,0.1,shapley_sampling,mrsqm,0.0,0.0,0.10299003322259136,-1.0059427170946966,0.17897781458069573,0,0,0.9968023179972079,2.2562002413906157e-05,FreezerRegularTrain,2192
1,1,0.2,shapley_sampling,mrsqm,0.5789473684210527,0.7333333333333333,0.053156146179401995,-1.0721320144046587,-1.8389131137939732,0,0,0.9968023179972079,2.2562002413906157e-05,FreezerRegularTrain,2192
1,1,0.05,feature_ablation,mrsqm,0.0,0.0,0.45182724252491696,1.107642268949394,0.27866787153405337,1,0,0.04219172700686613,2.2562002413906157e-05,FreezerRegularTrain,2192
1,1,0.1,feature_ablation,mrsqm,0.0,0.0,0.3023255813953488,1.22283164586148,0.17897781458069573,1,0,0.04219172700686613,2.2562002413906157e-05,FreezerRegularTrain,2192
1,1,0.2,feature_ablation,mrsqm,0.0,0.0,0.3023255813953488,1.2568642016945963,-1.8389131137939732,1,0,0.04219172700686613,2.2562002413906157e-05,FreezerRegularTrain,2192
1,1,0.05,hydra,shapley_sampling,0.7647058823529411,0.8666666666666667,0.006644518272425249,-0.9856420777067039,-1.0184005781218992,0,0,0.16023384199797874,1.0033788599976106,FreezerRegularTrain,2041
1,1,0.1,hydra,shapley_sampling,0.5789473684210527,0.7333333333333333,0.026578073089700997,-0.9601043178088233,-0.9672323806948835,0,0,0.16023384199797874,1.0033788599976106,FreezerRegularTrain,2041
1,1,0.2,hydra,shapley_sampling,0.7391304347826086,0.85,0.029900332225913623,-1.0511081682219066,-1.095218650759804,0,0,0.16023384199797874,1.0033788599976106,FreezerRegularTrain,2041
1,1,0.05,hydra,feature_ablation,0.0,0.0,0.09302325581395349,-0.9856420777067039,1.454215123026272,0,1,0.16023384199797874,0.04527392500312999,FreezerRegularTrain,2041
1,1,0.1,hydra,feature_ablation,0.15384615384615385,0.26666666666666666,0.07308970099667775,-0.9601043178088233,0.7536311236347174,0,0,0.16023384199797874,0.04527392500312999,FreezerRegularTrain,2041
1,1,0.2,hydra,feature_ablation,0.42857142857142855,0.6,0.07973421926910298,-1.0511081682219066,-1.0492524876493687,0,0,0.16023384199797874,0.04527392500312999,FreezerRegularTrain,2041
1,1,0.05,hydra,mrsqm,0.0,0.0,0.1461794019933555,-0.9856420777067039,0.5018393459657188,0,0,0.16023384199797874,2.4436005332972854e-05,FreezerRegularTrain,2041
1,1,0.1,hydra,mrsqm,0.0,0.0,0.12624584717607973,-0.9601043178088233,0.43587050028629737,0,0,0.16023384199797874,2.4436005332972854e-05,FreezerRegularTrain,2041
1,1,0.2,hydra,mrsqm,0.2,0.3333333333333333,0.132890365448505,-1.0511081682219066,-2.2557612939868825,0,0,0.16023384199797874,2.4436005332972854e-05,FreezerRegularTrain,2041
