true_label,pred_label,fraction,method_a,method_b,iou,overlap_fraction,normalised_centre_distance,score_drop_a,score_drop_b,flipped_a,flipped_b,explain_time_a_s,explain_time_b_s,dataset,sample_idx
1,1,0.05,hydra,shapley_sampling,0.0,0.0,0.5418424753867792,0.2595840432333778,-0.09510634836160192,0,0,2.284639163000975,1.4866805739948177,Rock,23
1,1,0.1,hydra,shapley_sampling,0.0,0.0,0.5587201125175809,0.29305765495507996,0.027975311670204617,0,0,2.284639163000975,1.4866805739948177,Rock,23
1,1,0.2,hydra,shapley_sampling,0.0,0.0,0.5583684950773559,0.5266904242914899,0.33840120608823665,0,0,2.284639163000975,1.4866805739948177,Rock,23
1,1,0.05,hydra,feature_ablation,0.7212121212121212,0.8380281690140845,0.00808720112517581,0.2595840432333778,0.2144316904043827,0,0,2.284639163000975,0.06009928500134265,Rock,23
1,1,0.1,hydra,feature_ablation,0.832258064516129,0.9084507042253521,0.009142053445850914,0.29305765495507996,0.3400425120787127,0,0,2.284639163000975,0.06009928500134265,Rock,23
1,1,0.2,hydra,feature_ablation,0.9255499153976311,0.961335676625659,0.007735583684950774,0.5266904242914899,0.538716745774525,0,0,2.284639163000975,0.06009928500134265,Rock,23
1,1,0.05,hydra,mrsqm,0.0,0.0,0.6424050632911392,0.2595840432333778,0.0910137401111657,0,0,2.284639163000975,2.6680005248636007e-05,Rock,23
1,1,0.1,hydra,mrsqm,0.0,0.0,0.609704641350211,0.29305765495507996,0.16868921122767477,0,0,2.284639163000975,2.6680005248636007e-05,Rock,23
1,1,0.2,hydra,mrsqm,0.0,0.0,0.5583684950773559,0.5266904242914899,0.3384011975663981,0,0,2.284639163000975,2.6680005248636007e-05,Rock,23
1,1,0.05,shapley_sampling,feature_ablation,0.0,0.0,0.549929676511955,-0.09510634836160192,0.2144316904043827,0,0,1.4866805739948177,0.06009928500134265,Rock,23
1,1,0.1,shapley_sampling,feature_ablation,0.0,0.0,0.54957805907173,0.027975311670204617,0.3400425120787127,0,0,1.4866805739948177,0.06009928500134265,Rock,23
1,1,0.2,shapley_sampling,feature_ablation,0.0,0.0,0.5506329113924051,0.33840120608823665,0.538716745774525,0,0,1.4866805739948177,0.06009928500134265,Rock,23
1,1,0.05,shapley_sampling,mrsqm,0.0,0.0,0.10056258790436005,-0.09510634836160192,0.0910137401111657,0,0,1.4866805739948177,2.6680005248636007e-05,Rock,23
1,1,0.1,shapley_sampling,mrsqm,0.32400932400932403,0.4894366197183099,0.0509845288326301,0.027975311670204617,0.16868921122767477,0,0,1.4866805739948177,2.6680005248636007e-05,Rock,23
1,1,0.2,shapley_sampling,mrsqm,1.0,1.0,0.0,0.33840120608823665,0.3384011975663981,0,0,1.4866805739948177,2.6680005248636007e-05,Rock,23
1,1,0.05,feature_ablation,mrsqm,0.0,0.0,0.650492264416315,0.2144316904043827,0.0910137401111657,0,0,0.06009928500134265,2.6680005248636007e-05,Rock,23
1,1,0.1,feature_ablation,mrsqm,0.0,0.0,0.60056258790436,0.3400425120787127,0.16868921122767477,0,0,0.06009928500134265,2.6680005248636007e-05,Rock,23
1,1,0.2,feature_ablation,mrsqm,0.0,0.0,0.5506329113924051,0.538716745774525,0.3384011975663981,0,0,0.06009928500134265,2.6680005248636007e-05,Rock,23
2,2,0.05,hydra,shapley_sampling,0.6904761904761905,0.8169014084507042,0.009142053445850914,0.2402079615257856,0.22204419078855908,0,0,2.2798922580041108,1.490527492002002,Rock,31
2,2,0.1,hydra,shapley_sampling,0.9060402684563759,0.9507042253521126,0.004922644163150493,0.45192885999705834,0.46089343698024643,0,0,2.2798922580041108,1.490527492002002,Rock,31
2,2,0.2,hydra,shapley_sampling,0.671071953010279,0.8031634446397188,0.03938115330520394,0.6792389548462714,0.6522515317151487,0,0,2.2798922580041108,1.490527492002002,Rock,31
2,2,0.05,hydra,feature_ablation,0.6904761904761905,0.8169014084507042,0.009142053445850914,0.2402079615257856,0.22204419714864698,0,0,2.2798922580041108,0.060793964003096335,Rock,31
